Index,Balance,Price,Q,Name,UID,Bounty,Q_Max,Time
739,38263.0,100.0,99,+50% ALL! TIX + 150%,9169,150,153,2017-01-27 00:06:05.255000
747,39605.0,100.0,49,MTGO 30% BONUS!!!,51970,30,304,2017-01-27 00:06:05.255000
751,15278.0,100.0,10,ADRIANO 35% ALL,86259,35,113,2017-01-27 00:06:05.255000
752,32805.0,100.0,99,10% BONUS 4 U,32523,10,298,2017-01-27 00:06:05.255000
754,9853.0,100.0,99,20% BONUS TIX MTGO,27929,20,82,2017-01-27 00:06:05.255000
755,9853.0,100.0,99,20% BONUS TIX MTGO,27929,20,82,2017-01-27 00:06:05.255000
765,34380.0,100.0,99,+35% BONUS ALL,102511,35,254,2017-01-27 00:06:05.255000
772,23095.0,100.0,99,TRONACUS- 20% BONUS,114253,20,192,2017-01-27 00:06:05.255000
774,10619.0,100.0,34,EDOEDO 20% BONUS ALL,171047,20,88,2017-01-27 00:06:05.255000
775,30254.0,100.0,50,ICE 20%BONUS ON ALL!,96868,20,252,2017-01-27 00:06:05.255000
780,3746.0,100.0,99,+20% ALL! TIX + 120%,71074,120,17,2017-01-27 00:06:05.255000
783,35961.0,100.0,27,500% BONUS ON TIX,148435,500,59,2017-01-27 00:06:05.255000
785,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-27 00:06:05.255000
786,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-27 00:06:05.255000
788,1479.0,100.0,89,+200% TIX,157293,200,4,2017-01-27 00:06:05.255000
789,18691.0,100.0,20,D MONEY +100% MTGO,2583,100,93,2017-01-27 00:06:05.255000
791,2741.0,100.0,10,25% PP BONUS,83080,25,21,2017-01-27 00:06:05.255000
792,1311.0,100.0,42,DTJW(+5-10%/+70%TIX),48575,70,7,2017-01-27 00:06:05.255000
793,1596.0,100.0,5,LEALD 12%ALL 210/TIX,141054,12,14,2017-01-27 00:06:05.255000
800,8357.0,100.0,20,DECIPIO - 15% BONUS,134314,15,72,2017-01-27 00:06:05.255000
801,3183.0,100.0,19,DECIPIO - 15% BONUS,134314,15,27,2017-01-27 00:06:05.255000
802,43451.0,100.0,99,50%BONUS!WANTSP+MP,22998,50,289,2017-01-27 00:06:05.255000
809,19255.0,100.0,30,MAGICDAD (+10% ALL),52250,10,175,2017-01-27 00:06:05.255000
816,749.0,100.0,30,+25% ON ALL MTGO!!!,128743,25,5,2017-01-27 00:06:05.255000
817,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-27 00:06:05.255000
824,7987.0,100.0,60,FPRICEPT 20%FASTLAND,93857,20,66,2017-01-27 00:06:05.255000
825,3545.0,100.0,53,MTGO +30%,149880,30,27,2017-01-27 00:06:05.255000
834,3746.0,100.0,99,+20% ALL! TIX + 120%,71074,120,17,2017-01-27 00:06:05.255000
836,306.0,100.0,3,NHIV; 50% ON WANTS,160378,50,2,2017-01-27 00:06:05.255000
858,25677.0,100.0,99,20% BON. ALL WANTS,38293,20,213,2017-01-27 00:06:05.255000
859,1166.0,100.0,99,45% MTGO 100% TIX,92554,100,5,2017-01-27 00:06:05.255000
868,53033.0,100.0,15,PAXTON +20-25%,19054,25,424,2017-01-27 00:06:05.255000
870,733.0,100.0,5,160% MTGO TIX,119812,160,2,2017-01-27 00:06:05.255000
873,601.0,100.0,89,70%TIX,113928,70,3,2017-01-27 00:06:05.255000
875,43057.0,100.0,77,MTGO TIX 100% BONUS,25439,100,215,2017-01-27 00:06:05.255000
881,601.0,100.0,76,70%TIX,113928,70,3,2017-01-27 00:06:05.255000
885,6553.0,100.0,30,20% BONUS ALL BASIC,35018,20,54,2017-01-27 00:06:05.255000
889,1809.0,100.0,60,100% BONUS TIX MTGO,42227,100,9,2017-01-27 00:06:05.255000
891,18601.0,100.0,99,30% MTGO 30%BOOSTERS,100457,30,143,2017-01-27 00:06:05.255000
893,5752.0,100.0,40,25% FOR SAHEELI/AV,18916,25,46,2017-01-27 00:06:05.255000
895,38263.0,100.0,99,+50% ALL! TIX + 150%,9169,150,153,2017-01-27 00:06:05.255000
896,38263.0,100.0,99,+50% ALL! TIX + 150%,9169,150,153,2017-01-27 00:06:05.255000
897,38263.0,100.0,99,+50% ALL! TIX + 150%,9169,150,153,2017-01-27 00:06:05.255000
898,1732.0,100.0,15,15% BONUSSS,89267,15,15,2017-01-27 00:06:05.255000
901,38263.0,100.0,99,+50% ALL! TIX + 150%,9169,150,153,2017-01-27 00:06:05.255000
905,276.0,100.0,99,25% BONUSES (READ),104683,25,2,2017-01-27 00:06:05.255000
907,613.0,100.0,99,(30%) CREWMANWILSON,6,30,4,2017-01-27 00:06:05.255000
909,10104.0,100.0,99,+25% BONUS ALL,10979,25,80,2017-01-27 00:06:05.255000
914,28304.0,100.0,99,30% WANT LIST,54832,30,217,2017-01-27 00:06:05.255000
915,7390.0,100.0,34,+30% TIX +30% MTGO,90795,30,56,2017-01-27 00:06:05.255000
916,76765.0,100.0,99,25% MTGO BONUS,33477,25,614,2017-01-27 00:06:05.255000
919,38263.0,100.0,99,+50% ALL! TIX + 150%,9169,150,153,2017-01-27 00:06:05.255000
920,38263.0,100.0,99,+50% ALL! TIX + 150%,9169,150,153,2017-01-27 00:06:05.255000
922,18765.0,100.0,99,PMTW +40%ONTRADES,77534,40,134,2017-01-27 00:06:05.255000
2,14979.0,100.0,99,ESPERFERRO +10% ALL,43306,10,136,2017-01-27 16:23:49.380000
8,30061.0,100.0,40,500% BONUS ON TIX,148435,500,50,2017-01-27 16:23:49.380000
22,34380.0,100.0,99,+35% BONUS ALL,102511,35,254,2017-01-27 16:23:49.380000
24,8357.0,100.0,20,DECIPIO - 15% BONUS,134314,15,72,2017-01-27 16:23:49.380000
25,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-27 16:23:49.380000
26,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-27 16:23:49.380000
29,1086.0,100.0,98,45% MTGO 100% TIX,92554,100,5,2017-01-27 16:23:49.380000
30,21273.0,100.0,88,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
32,30061.0,100.0,99,500% BONUS ON TIX,148435,500,50,2017-01-27 16:23:49.380000
39,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
41,11830.0,100.0,25,ROSE3(UPTO15%BONUS),12014,15,102,2017-01-27 16:23:49.380000
45,42243.0,100.0,99,+20% ALL +50% TOKENS,171534,50,281,2017-01-27 16:23:49.380000
50,384.0,100.0,85,BOWENARROW(10% ALL),92908,10,3,2017-01-27 16:23:49.380000
53,177115.0,100.0,99,UNDTERRED 25% BONUS,90992,25,1416,2017-01-27 16:23:49.380000
55,567.0,100.0,10,+15%-60% ONALL CWMTG,142401,60,3,2017-01-27 16:23:49.380000
56,2619.0,100.0,99,THACO +50% ON ALL!,90501,50,17,2017-01-27 16:23:49.380000
59,153043.0,100.0,99,!!! 30% ON WANTS !!!,97912,30,1177,2017-01-27 16:23:49.380000
60,7869.0,100.0,70,10% ALL MTGO,9591,10,71,2017-01-27 16:23:49.380000
62,1466.0,100.0,98,TIX+100% PLZ READ,10063,100,7,2017-01-27 16:23:49.380000
63,643.0,100.0,70,BIG BOUNTY 10-30%,66462,30,4,2017-01-27 16:23:49.380000
69,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-27 16:23:49.380000
74,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
75,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
76,1086.0,100.0,99,45% MTGO 100% TIX,92554,100,5,2017-01-27 16:23:49.380000
77,1086.0,100.0,99,45% MTGO 100% TIX,92554,100,5,2017-01-27 16:23:49.380000
82,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
83,21273.0,100.0,1,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
84,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
85,4032.0,100.0,68,KURTCES 10%ALL WANTS,82231,10,36,2017-01-27 16:23:49.380000
90,17240.0,100.0,20,SONOFTHEKING(+20%),172891,20,143,2017-01-27 16:23:49.380000
92,860.0,100.0,55,+50%MGO/350PP ANYTIX,118605,50,5,2017-01-27 16:23:49.380000
94,28551.0,100.0,99,20% BONUS ALWAYS,140579,20,237,2017-01-27 16:23:49.380000
96,9611.0,100.0,98,100% BONUS MTGO,103449,100,48,2017-01-27 16:23:49.380000
97,5850.0,100.0,20,+10% BONUS ON WANTS!,17285,10,53,2017-01-27 16:23:49.380000
99,9853.0,100.0,99,20% BONUS TIX MTGO,27929,20,82,2017-01-27 16:23:49.380000
100,9853.0,100.0,99,20% BONUS TIX MTGO,27929,20,82,2017-01-27 16:23:49.380000
102,8482.0,100.0,50,WICKET 35% BONUS ALL,61077,35,62,2017-01-27 16:23:49.380000
104,2827.0,100.0,18,PYROTRON 41%EVENTTIX,160095,41,20,2017-01-27 16:23:49.380000
106,13814.0,100.0,19,+20% ALL MTGO TRADES,28788,20,115,2017-01-27 16:23:49.380000
110,7390.0,100.0,99,+30% TIX +30% MTGO,90795,30,56,2017-01-27 16:23:49.380000
113,5240.0,100.0,52,KESSONE 10%,80247,10,47,2017-01-27 16:23:49.380000
119,8509.0,100.0,15,EVERYTHING30%BONUS,91498,30,65,2017-01-27 16:23:49.380000
120,11989.0,100.0,20,TIX200PPEACH50%RHINO,150834,50,79,2017-01-27 16:23:49.380000
121,9887.0,100.0,99,25% FOR MTGO,21428,25,79,2017-01-27 16:23:49.380000
122,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
123,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
124,5811.0,100.0,66,DURNZANS(+25% ALL),28437,25,46,2017-01-27 16:23:49.380000
126,1627.0,100.0,20,25% BONUS EVERYTHING,82212,25,13,2017-01-27 16:23:49.380000
131,16967.0,100.0,71,+100% TIX +50% PAPER,5260,100,84,2017-01-27 16:23:49.380000
133,1479.0,100.0,17,+200% TIX,157293,200,4,2017-01-27 16:23:49.380000
137,63957.0,100.0,61,+100% ON MTGO,21442,100,319,2017-01-27 16:23:49.380000
139,3005.0,100.0,20,15% BONUS TIX,17977,15,26,2017-01-27 16:23:49.380000
141,20218.0,100.0,99,SEATHIEF 20% ON ALL,47013,20,168,2017-01-27 16:23:49.380000
144,21273.0,100.0,69,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
145,8130.0,100.0,30,CLAKIN50%MTGO100%TIX,105056,100,40,2017-01-27 16:23:49.380000
148,42637.0,100.0,10,+20%ONALLWANTS!,164344,20,355,2017-01-27 16:23:49.380000
155,593.0,100.0,47,70%TIX,113928,70,3,2017-01-27 16:23:49.380000
158,4344.0,100.0,5,FUZZYJCT(+10-30%ALL),86600,30,33,2017-01-27 16:23:49.380000
163,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
164,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
165,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
166,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
168,276.0,100.0,99,25% BONUSES (READ),104683,25,2,2017-01-27 16:23:49.380000
169,14374.0,100.0,40,MACHOOGA (UP 2 50%),51531,50,95,2017-01-27 16:23:49.380000
177,492.0,100.0,10,110% ON TIX,130631,110,2,2017-01-27 16:23:49.380000
186,8281.0,100.0,99,+40%! SEE PROFILE,29599,40,59,2017-01-27 16:23:49.380000
188,10449.0,100.0,20,MOLSON +25% ALL,89613,25,83,2017-01-27 16:23:49.380000
190,157204.0,100.0,99,+30% MTGO/+20% PAPER,7323,30,1209,2017-01-27 16:23:49.380000
191,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
192,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
193,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
196,12446.0,100.0,75,DAVERS +10% ALL,89776,10,113,2017-01-27 16:23:49.380000
197,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
198,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
200,19255.0,100.0,30,MAGICDAD (+10% ALL),52250,10,175,2017-01-27 16:23:49.380000
204,1400.0,100.0,55,35% BONUS ON ALL,101461,35,10,2017-01-27 16:23:49.380000
207,11153.0,100.0,99,SENSEIRUSS +20%!,101511,20,92,2017-01-27 16:23:49.380000
208,19406.0,100.0,10,"+10% STD/+20MOD,PATH",108529,10,176,2017-01-27 16:23:49.380000
217,14942.0,100.0,10,ADRIANO 35% ALL,86259,35,110,2017-01-27 16:23:49.380000
218,23665.0,100.0,50,20% BONUS - SP OK,150159,20,197,2017-01-27 16:23:49.380000
228,34380.0,100.0,99,+35% BONUS ALL,102511,35,254,2017-01-27 16:23:49.380000
242,21273.0,100.0,81,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
244,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
246,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-27 16:23:49.380000
247,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-27 16:23:49.380000
248,860.0,100.0,27,+50%MGO/350PP ANYTIX,118605,50,5,2017-01-27 16:23:49.380000
251,16460.0,100.0,77,35% BONUS ALL CARDS!,93240,35,121,2017-01-27 16:23:49.380000
256,5160.0,100.0,99,NISUS (30% BONUS),36578,30,39,2017-01-27 16:23:49.380000
264,21894.0,100.0,99,DRE (+20% ALL),104807,20,182,2017-01-27 16:23:49.380000
267,10866.0,100.0,99,NEIL R +15%FOR FOW,92484,15,94,2017-01-27 16:23:49.380000
272,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-27 16:23:49.380000
273,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-27 16:23:49.380000
277,14330.0,100.0,50,KHASI +20% MTGO,75318,20,119,2017-01-27 16:23:49.380000
279,2599.0,100.0,50,KONDA - 25% BONUS,107198,25,20,2017-01-27 16:23:49.380000
284,6414.0,100.0,50,10% ON ALL WNTS,54423,10,58,2017-01-27 16:23:49.380000
287,6888.0,100.0,20,+30%PAPER +50%MTGO,1505,50,45,2017-01-27 16:23:49.380000
299,6256.0,100.0,30,SHINGO +10%,6638,10,56,2017-01-27 16:23:49.380000
303,3067.0,100.0,99,+10% ALL CARDZ,81088,10,27,2017-01-27 16:23:49.380000
306,23852.0,100.0,50,*30% BONUS ALL,131447,30,183,2017-01-27 16:23:49.380000
313,1466.0,100.0,24,TIX+100% PLZ READ,10063,100,7,2017-01-27 16:23:49.380000
315,5766.0,100.0,99,DARXIDE (+20% - 25%),53835,25,46,2017-01-27 16:23:49.380000
317,157204.0,100.0,99,+30% MTGO/+20% PAPER,7323,30,1209,2017-01-27 16:23:49.380000
319,13484.0,100.0,99,41% MTGO 81% TIXS,104806,81,74,2017-01-27 16:23:49.380000
321,30254.0,100.0,50,ICE 20%BONUS ON ALL!,96868,20,252,2017-01-27 16:23:49.380000
322,1086.0,100.0,99,45% MTGO 100% TIX,92554,100,5,2017-01-27 16:23:49.380000
323,1086.0,100.0,99,45% MTGO 100% TIX,92554,100,5,2017-01-27 16:23:49.380000
325,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
326,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
332,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-27 16:23:49.380000
337,177115.0,100.0,99,UNDTERRED 25% BONUS,90992,25,1416,2017-01-27 16:23:49.380000
341,58413.0,100.0,99,20% BONUS FOR NM/M,96972,20,486,2017-01-27 16:23:49.380000
344,107045.0,100.0,98,PLUS (10% BONUS ALL),99003,10,973,2017-01-27 16:23:49.380000
346,3545.0,100.0,53,MTGO +30%,149880,30,27,2017-01-27 16:23:49.380000
352,5878.0,100.0,99,CCMWHITE 15%+ ON ALL,14137,15,51,2017-01-27 16:23:49.380000
353,4474.0,100.0,10,25% BONUS,63912,25,35,2017-01-27 16:23:49.380000
364,18765.0,100.0,99,PMTW +40%ONTRADES,77534,40,134,2017-01-27 16:23:49.380000
371,4149.0,100.0,99,PIKACHU +20%ALL,130834,20,34,2017-01-27 16:23:49.380000
380,350.0,100.0,10,MAGIC DAD (20%),94191,20,2,2017-01-27 16:23:49.380000
381,6765.0,100.0,99,25% BONUS ON ALL,53026,25,54,2017-01-27 16:23:49.380000
386,7215.0,100.0,30,VAGABUNDO 100% TIX,39556,100,36,2017-01-27 16:23:49.380000
387,3183.0,100.0,19,DECIPIO - 15% BONUS,134314,15,27,2017-01-27 16:23:49.380000
388,22047.0,100.0,99,BRONOLAN 30%MTGO,51413,30,169,2017-01-27 16:23:49.380000
409,7663.0,100.0,99,GATOR 50% BONUS,6991,50,51,2017-01-27 16:23:49.380000
410,26363.0,100.0,99,BONUS 50% ON WANTS,133326,50,175,2017-01-27 16:23:49.380000
414,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
415,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
416,18655.0,100.0,99,+20% EVENT TIX,114475,20,155,2017-01-27 16:23:49.380000
418,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
419,21273.0,100.0,1,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
420,9076.0,100.0,99,UP TO 40% ON WANTS,43368,40,64,2017-01-27 16:23:49.380000
423,60539.0,100.0,98,AGING GOBLIN 15%MTGO,47575,15,526,2017-01-27 16:23:49.380000
427,1177.0,100.0,99,50% BONUS EVERYTHING,70671,50,7,2017-01-27 16:23:49.380000
429,4682.0,100.0,50,DILZZZ 20% #DISCORD,18829,20,39,2017-01-27 16:23:49.380000
431,7519.0,100.0,15,FIRE +80% ON TICKETS,95756,80,41,2017-01-27 16:23:49.380000
434,5440.0,100.0,20,BRUNO COLAR +10% ALL,165332,10,49,2017-01-27 16:23:49.380000
438,3656.0,100.0,40,220% FOR TICKETS,16754,220,11,2017-01-27 16:23:49.380000
440,22910.0,100.0,99,"+50% CARDS, 30% MTGO",146333,50,152,2017-01-27 16:23:49.380000
441,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
442,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
444,20284.0,100.0,99,ANDREWLEE +20%,87770,20,169,2017-01-27 16:23:49.380000
447,6927.0,100.0,45,HALLUZ(120% TIX),39282,120,31,2017-01-27 16:23:49.380000
450,53033.0,100.0,15,PAXTON +20-25%,19054,25,424,2017-01-27 16:23:49.380000
455,3198.0,100.0,30,ROOK +15% ON TICKETS,8357,15,27,2017-01-27 16:23:49.380000
457,83315.0,100.0,60,SYRREIHT WTB TX @35%,51222,35,617,2017-01-27 16:23:49.380000
458,33883.0,100.0,89,25%MTGOWANTS 85% TIX,4752,85,183,2017-01-27 16:23:49.380000
460,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
461,5463.0,100.0,99,SKURKEFINN 50% BONUS,28681,50,36,2017-01-27 16:23:49.380000
463,20742.0,100.0,5,RADO 20% BONUS,58170,20,172,2017-01-27 16:23:49.380000
465,39605.0,100.0,49,MTGO 30% BONUS!!!,51970,30,304,2017-01-27 16:23:49.380000
466,18329.0,100.0,99,40% WANT !!!,129307,40,130,2017-01-27 16:23:49.380000
470,55507.0,100.0,99,+40% CREDIT ON BOT,28988,40,396,2017-01-27 16:23:49.380000
471,2841.0,100.0,53,LOPSIDED +70% TIX,75021,70,16,2017-01-27 16:23:49.380000
480,1466.0,100.0,73,TIX+100% PLZ READ,10063,100,7,2017-01-27 16:23:49.380000
482,3545.0,100.0,14,MTGO +30%,149880,30,27,2017-01-27 16:23:49.380000
486,157204.0,100.0,99,+30% MTGO/+20% PAPER,7323,30,1209,2017-01-27 16:23:49.380000
487,157204.0,100.0,99,+30% MTGO/+20% PAPER,7323,30,1209,2017-01-27 16:23:49.380000
488,1319.0,100.0,12,DGN +60%,66302,60,8,2017-01-27 16:23:49.380000
489,31449.0,100.0,12,+25% BOUNTY MTGO TOO,170056,25,251,2017-01-27 16:23:49.380000
492,12075.0,100.0,50,+40% BOUNTY,25682,40,86,2017-01-27 16:23:49.380000
497,1479.0,100.0,89,+200% TIX,157293,200,4,2017-01-27 16:23:49.380000
498,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
504,733.0,100.0,5,160% MTGO TIX,119812,160,2,2017-01-27 16:23:49.380000
505,48660.0,100.0,20,OWL+60%MTGO,148069,60,304,2017-01-27 16:23:49.380000
509,996.0,100.0,1,AETHER HUBS+15%,123268,15,8,2017-01-27 16:23:49.380000
513,32805.0,100.0,99,10% BONUS 4 U,32523,10,298,2017-01-27 16:23:49.380000
514,32805.0,100.0,99,10% BONUS 4 U,32523,10,298,2017-01-27 16:23:49.380000
521,116917.0,100.0,1,DARKWING (NOW +10%),68562,10,1062,2017-01-27 16:23:49.380000
532,2387.0,100.0,81,DIRTYSEESAW 10%,45760,10,21,2017-01-27 16:23:49.380000
533,4981.0,100.0,5,CHAUNCYJAY(+100%TIX),108746,100,24,2017-01-27 16:23:49.380000
540,7630.0,100.0,50,+50%MTGO +120%TIX,138603,120,34,2017-01-27 16:23:49.380000
541,38025.0,100.0,99,30% MTGO WANTS,42242,30,292,2017-01-27 16:23:49.380000
545,8471.0,100.0,99,50%ONLINE25%PAPER,161105,50,56,2017-01-27 16:23:49.380000
552,43451.0,100.0,30,50%BONUS!WANTSP+MP,22998,50,289,2017-01-27 16:23:49.380000
554,19186.0,100.0,20,+20% FOR ALL WANTS!!,149862,20,159,2017-01-27 16:23:49.380000
555,530.0,100.0,1,DIBIMTG 20%TIX,169443,20,4,2017-01-27 16:23:49.380000
557,409.0,100.0,47,JET 100% MTGO TIX,15823,100,2,2017-01-27 16:23:49.380000
559,8759.0,100.0,10,50% OR MORE BOUNTIES,26522,50,58,2017-01-27 16:23:49.380000
565,812255.0,100.0,99,KOALAPANDA + 15% ALL,30020,15,7063,2017-01-27 16:23:49.380000
574,16545.0,100.0,20,D MONEY +100% MTGO,2583,100,82,2017-01-27 16:23:49.380000
578,21273.0,100.0,9,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
583,8357.0,100.0,20,DECIPIO - 15% BONUS,134314,15,72,2017-01-27 16:23:49.380000
590,102608.0,100.0,99,15-30% LANDS,32606,30,789,2017-01-27 16:23:49.380000
593,5166.0,100.0,15,+25%MODERN,4298,25,41,2017-01-27 16:23:49.380000
600,27149.0,100.0,84,20-35% BONUSES!,121957,35,201,2017-01-27 16:23:49.380000
601,14630.0,100.0,99,MCQUACKS+50% ON ALL,18500,50,97,2017-01-27 16:23:49.380000
603,16994.0,100.0,99,15% BONUS,156479,15,147,2017-01-27 16:23:49.380000
604,8957.0,100.0,99,33% MTGO / 50% TIX,6063,50,59,2017-01-27 16:23:49.380000
606,330.0,100.0,90,400TICKET/+20% PAPER,167648,20,2,2017-01-27 16:23:49.380000
618,15109.0,100.0,99,SCABER 15%BONUS,51179,15,131,2017-01-27 16:23:49.380000
623,34380.0,100.0,99,+35% BONUS ALL,102511,35,254,2017-01-27 16:23:49.380000
629,22910.0,100.0,99,"+50% CARDS, 30% MTGO",146333,50,152,2017-01-27 16:23:49.380000
633,1068.0,100.0,20,10% ALL!,102596,10,9,2017-01-27 16:23:49.380000
636,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-27 16:23:49.380000
637,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-27 16:23:49.380000
638,65848.0,100.0,50,LUNARCH(+35% TIX),87189,35,487,2017-01-27 16:23:49.380000
644,6029.0,100.0,5,CHRIS (25% BONUS),141108,25,48,2017-01-27 16:23:49.380000
645,9515.0,100.0,50,+25% ON ALL TRADES,46129,25,76,2017-01-27 16:23:49.380000
648,5139.0,100.0,25,PIGEONOFDOOM +20%,164958,20,42,2017-01-27 16:23:49.380000
651,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-27 16:23:49.380000
652,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-27 16:23:49.380000
656,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
661,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
662,23114.0,100.0,49,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
663,24603.0,100.0,99,SCALDING TARN +25%,33267,25,196,2017-01-27 16:23:49.380000
667,13657.0,100.0,99,+30% ALL WANTS!!,37605,30,105,2017-01-27 16:23:49.380000
669,23114.0,100.0,99,+20% ALL! TIX + 120%,71074,120,105,2017-01-27 16:23:49.380000
675,11611.0,100.0,99,NEW2EDH +10%,143551,10,105,2017-01-27 16:23:49.380000
679,593.0,100.0,86,70%TIX,113928,70,3,2017-01-27 16:23:49.380000
689,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
690,13464.0,100.0,99,+30%GAMRAJ,101416,30,103,2017-01-27 16:23:49.380000
692,21273.0,100.0,99,+50% ALL! TIX + 150%,9169,150,85,2017-01-27 16:23:49.380000
695,18331.0,100.0,99,OLIVERGIBSON +45%,120124,45,126,2017-01-27 16:23:49.380000
696,18643.0,100.0,40,+5% PAPER/+30% MTGO,165403,30,143,2017-01-27 16:23:49.380000
698,276.0,100.0,99,25% BONUSES (READ),104683,25,2,2017-01-27 16:23:49.380000
699,19735.0,100.0,99,DAVE BONUSES 30%,48558,30,151,2017-01-27 16:23:49.380000
701,10104.0,100.0,99,+25% BONUS ALL,10979,25,80,2017-01-27 16:23:49.380000
702,9699.0,100.0,99,+25% ON ALL. THX!,163220,25,77,2017-01-27 16:23:49.380000
706,790.0,100.0,97,HAVES 25%MTGO 50%COS,35487,50,5,2017-01-27 16:23:49.380000
707,5160.0,100.0,99,NISUS (30% BONUS),36578,30,39,2017-01-27 16:23:49.380000
714,32018.0,100.0,99,BUBBLINGBONUS5-20%,160109,20,266,2017-01-27 16:23:49.380000
719,4131.0,100.0,98,80% BONUS 4 TIX !!,55237,80,22,2017-01-27 16:23:49.380000
726,17368.0,100.0,99,+20% ON LANDS,44486,20,144,2017-01-27 16:23:49.380000
727,8357.0,100.0,20,DECIPIO - 15% BONUS,134314,15,72,2017-01-27 16:23:49.380000
728,40730.0,100.0,1,WKDWRLOCK 30% BNTY,5620,30,313,2017-01-27 16:23:49.380000
730,5752.0,100.0,40,25% FOR SAHEELI/AV,18916,25,46,2017-01-27 16:23:49.380000
734,779.0,100.0,10,20% CARDS 50% TIX,142516,50,5,2017-01-27 16:23:49.380000
744,593.0,100.0,20,CHR15+10%+MTGO BONUS,66671,10,5,2017-01-27 16:23:49.380000
